C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_03_874.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_03_874.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_03_874.jpg, 0, 0, 0, 7.805958E-05
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_03_976.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_03_976.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_03_976.jpg, 0, 0, 0, 7.784979E-05
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_04_078.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_04_078.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_04_078.jpg, 0, 0, 0, 7.869761E-05
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_04_178.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_04_178.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_04_178.jpg, 0, 0, 0, 7.99911E-05
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_04_280.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_04_280.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_04_280.jpg, 0, 0, 0, 7.968549E-05
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_04_382.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_04_382.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_04_382.jpg, 0, 0, 0, 7.867884E-05
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_04_483.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_04_483.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_04_483.jpg, 0, 0, 0, 7.827711E-05
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_04_584.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_04_584.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_04_584.jpg, 0, 0, 0, 7.897642E-05
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_04_684.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_04_684.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_04_684.jpg, 0, 0, 0, 7.994712E-05
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_04_785.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_04_785.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_04_785.jpg, 0, 0, 0, 7.784615E-05
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_04_887.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_04_887.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_04_887.jpg, 0, 0, 0, 7.854644E-05
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_04_988.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_04_988.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_04_988.jpg, 0, 0, 0, 7.908695E-05
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_05_090.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_05_090.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_05_090.jpg, 0, 0, 0, 8.224617E-05
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_05_191.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_05_191.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_05_191.jpg, 0, 0, 0, 8.273995E-05
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_05_293.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_05_293.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_05_293.jpg, 0, 0.2799053, 0, 0.185287
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_05_394.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_05_394.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_05_394.jpg, 0, 0.5783256, 0, 0.7112517
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_05_496.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_05_496.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_05_496.jpg, 0, 0.8743398, 0, 1.560819
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_05_598.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_05_598.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_05_598.jpg, 0, 1, 0, 2.715321
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_05_698.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_05_698.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_05_698.jpg, 0, 1, 0, 3.894019
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_05_800.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_05_800.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_05_800.jpg, 0, 1, 0, 5.06147
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_05_903.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_05_903.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_05_903.jpg, -0.1255653, 1, 0, 6.443735
C:\Users\User\Desktop\Data\IMG\center_2020_11_06_19_44_06_005.jpg, C:\Users\User\Desktop\Data\IMG\left_2020_11_06_19_44_06_005.jpg, C:\Users\User\Desktop\Data\IMG\right_2020_11_06_19_44_06_005.jpg, -0.1530519, 1, 0, 7.570566
